"(90, 100)",0.03761467889908257
"(410, 420)",0.004281345565749235
"(300, 310)",0.0061162079510703364
"(20, 30)",0.0709480122324159
"(60, 70)",0.046788990825688076
"(230, 240)",0.011009174311926606
"(100, 110)",0.030275229357798167
"(40, 50)",0.056269113149847096
"(80, 90)",0.0418960244648318
"(50, 60)",0.06207951070336391
"(110, 120)",0.029357798165137616
"(0, 10)",0.0981651376146789
"(30, 40)",0.0691131498470948
"(10, 20)",0.06880733944954129
"(150, 160)",0.01651376146788991
"(120, 130)",0.02691131498470948
"(160, 170)",0.018042813455657492
"(70, 80)",0.04220183486238532
"(200, 210)",0.015902140672782873
"(750, 760)",0.0006116207951070336
"(180, 190)",0.01529051987767584
"(600, 610)",0.0009174311926605505
"(130, 140)",0.02782874617737003
"(240, 250)",0.008868501529051987
"(140, 150)",0.023241590214067277
"(220, 230)",0.010091743119266056
"(610, 620)",0.0009174311926605505
"(280, 290)",0.00764525993883792
"(330, 340)",0.005810397553516819
"(210, 220)",0.00764525993883792
"(290, 300)",0.005810397553516819
"(170, 180)",0.01529051987767584
"(700, 710)",0.0009174311926605505
"(190, 200)",0.01620795107033639
"(250, 260)",0.00764525993883792
"(350, 360)",0.0024464831804281344
"(360, 370)",0.0045871559633027525
"(370, 380)",0.004281345565749235
"(420, 430)",0.003669724770642202
"(510, 520)",0.0012232415902140672
"(310, 320)",0.007033639143730887
"(1380, 1390)",0.0006116207951070336
"(580, 590)",0.001834862385321101
"(770, 780)",0.0006116207951070336
"(270, 280)",0.00764525993883792
"(260, 270)",0.007033639143730887
"(430, 440)",0.0015290519877675841
"(320, 330)",0.0027522935779816515
"(640, 650)",0.0006116207951070336
"(340, 350)",0.0030581039755351682
"(460, 470)",0.0027522935779816515
"(400, 410)",0.003975535168195718
"(440, 450)",0.0027522935779816515
"(1040, 1050)",0.0006116207951070336
"(390, 400)",0.0021406727828746177
"(800, 810)",0.0006116207951070336
"(560, 570)",0.0012232415902140672
"(1270, 1280)",0.0006116207951070336
"(620, 630)",0.0009174311926605505
"(450, 460)",0.0012232415902140672
"(490, 500)",0.0015290519877675841
"(380, 390)",0.0024464831804281344
"(760, 770)",0.0009174311926605505
"(910, 920)",0.0006116207951070336
"(740, 750)",0.0006116207951070336
"(550, 560)",0.001834862385321101
"(650, 660)",0.0012232415902140672
"(500, 510)",0.0012232415902140672
"(470, 480)",0.001834862385321101
"(590, 600)",0.0006116207951070336
"(1210, 1220)",0.0006116207951070336
"(1030, 1040)",0.0012232415902140672
"(570, 580)",0.0009174311926605505
"(940, 950)",0.0009174311926605505
"(530, 540)",0.0009174311926605505
"(1370, 1380)",0.0006116207951070336
"(480, 490)",0.0009174311926605505
"(780, 790)",0.0006116207951070336
"(2940, 2950)",0.0006116207951070336
"(810, 820)",0.0006116207951070336
"(1060, 1070)",0.0006116207951070336
"(1250, 1260)",0.0006116207951070336
"(1010, 1020)",0.0006116207951070336
"(1220, 1230)",0.0006116207951070336
"(630, 640)",0.0006116207951070336
"(660, 670)",0.0006116207951070336
"(540, 550)",0.0006116207951070336
"(850, 860)",0.0006116207951070336
"(670, 680)",0.0009174311926605505
"(2180, 2190)",0.0006116207951070336
none,0.00031446540880503143
